PassengerId,Survived,Pclass,Sex,Age,Ssibsp,Parch,Fare,Embarked,Class,Who,Adult_male,Deck,Embark_town,Alive,Alone
696,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
697,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
698,1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True
699,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False
700,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
701,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False
702,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
703,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False
704,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True
705,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False
706,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
707,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True
708,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
709,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True
710,1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False
711,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True
712,0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True
713,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False
714,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True
715,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
716,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
717,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True
718,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
719,0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True
720,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
721,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False
722,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False
723,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
724,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
725,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False
726,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
727,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False
728,1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True
729,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
730,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False
731,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True
732,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True
733,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
735,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
736,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True
737,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False
738,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True
739,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
740,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
741,1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True
742,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False
743,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False
744,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False
745,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
746,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False
747,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False
748,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
749,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False
750,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
751,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False
752,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False
753,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
754,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
755,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False
756,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False
757,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
758,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True
759,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
760,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
761,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True
762,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
763,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True
764,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False
765,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
766,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False
767,0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True
768,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True
769,0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False
770,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True
771,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
772,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
773,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True
774,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
775,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False
776,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True
777,0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
778,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True
779,0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True
780,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False
781,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True
782,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False
783,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True
784,0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False
785,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
786,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
787,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True
788,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False
789,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False
790,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True
791,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
792,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
793,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False
794,0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True
795,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
796,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
797,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True
798,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True
799,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
800,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False
801,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
802,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False
803,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
804,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False
805,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True
806,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
807,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
808,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True
809,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
810,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False
811,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True
812,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True
813,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
814,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
815,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True
816,0,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True
817,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True
818,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False
819,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True
820,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False
821,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False
822,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True
823,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True
824,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False
825,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False
826,0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True
827,0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True
828,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False
829,1,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True
830,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True
831,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False
832,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False
833,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
834,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
835,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True
836,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False
837,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
838,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
839,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
840,1,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True
841,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
842,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
843,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True
844,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True
845,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
846,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True
847,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False
848,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True
849,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False
850,1,1,female,,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False
851,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
852,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
853,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False
854,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False
855,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False
856,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False
857,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False
858,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True
859,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False
860,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
861,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False
862,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False
863,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True
864,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False
865,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
866,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
867,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False
868,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True
869,0,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True
870,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False
871,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
872,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False
873,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True
874,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True
875,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False
876,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True
877,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True
878,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
879,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
880,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False
881,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False
882,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
883,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True
884,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
885,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
886,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False
887,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
888,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True
889,0,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False
890,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True
891,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
