longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_k
-121.45,38.56,52.0,3420.0,555.0,1301.0,530.0,4.0417,173.8
-121.42,38.55,35.0,182.0,39.0,115.0,43.0,2.6417,98.9
-121.43,38.55,44.0,3514.0,714.0,1509.0,656.0,2.7333,100.1
-121.45,38.55,19.0,3374.0,808.0,1412.0,753.0,1.4889,77.6
-121.46,38.56,52.0,1878.0,393.0,722.0,381.0,3.3348,122.8
-121.45,38.56,51.0,1250.0,235.0,452.0,232.0,2.625,121.2
-121.44,38.55,46.0,1698.0,383.0,726.0,386.0,2.9821,97
-121.47,38.56,52.0,889.0,162.0,273.0,145.0,3.125,85.6
-121.46,38.56,52.0,907.0,180.0,479.0,177.0,2.2125,104
-121.46,38.55,52.0,3126.0,648.0,1789.0,558.0,1.7616,84.1
-121.46,38.55,52.0,2094.0,463.0,1364.0,407.0,1.2235,68.5
-121.47,38.55,48.0,1091.0,403.0,926.0,336.0,1.1458,65.4
-121.47,38.56,52.0,1532.0,408.0,782.0,369.0,1.8911,85.9
-121.47,38.56,51.0,2083.0,559.0,874.0,524.0,2.0221,95.8
-121.47,38.56,44.0,1986.0,573.0,1044.0,490.0,1.7328,88.1
-121.48,38.56,44.0,1151.0,263.0,518.0,258.0,2.0089,113.6
-121.48,38.56,46.0,1476.0,344.0,688.0,353.0,2.7316,134.7
-121.48,38.57,38.0,1145.0,324.0,596.0,288.0,1.78,114.3
-121.49,38.56,42.0,900.0,239.0,506.0,231.0,1.2813,87.5
-121.49,38.56,35.0,1521.0,457.0,987.0,455.0,1.9013,86.9
-121.49,38.57,51.0,1492.0,385.0,736.0,365.0,1.7155,108.8
-121.5,38.57,41.0,1124.0,344.0,807.0,316.0,1.4712,94.6
-121.5,38.57,44.0,1375.0,351.0,766.0,321.0,2.1719,87.5
-121.51,38.57,36.0,613.0,166.0,425.0,147.0,2.2031,93.8
-121.5,38.57,45.0,858.0,254.0,510.0,200.0,1.0114,80
-121.5,38.56,46.0,2646.0,645.0,1684.0,616.0,1.128,123.1
-121.51,38.56,43.0,1048.0,312.0,1320.0,294.0,1.0649,137.5
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,137.9
-121.51,38.55,46.0,1485.0,278.0,531.0,291.0,2.7885,137.2
-121.49,38.56,52.0,1844.0,392.0,667.0,353.0,3.0033,103.5
-121.49,38.55,52.0,2515.0,460.0,836.0,442.0,3.3844,151.1
-121.5,38.55,52.0,2784.0,455.0,957.0,448.0,5.6402,209.8
-121.49,38.56,52.0,1777.0,368.0,624.0,350.0,3.6729,137.8
-121.49,38.54,47.0,2313.0,536.0,779.0,442.0,2.5639,123
-121.5,38.54,52.0,1145.0,133.0,334.0,138.0,8.338,405.8
-121.49,38.55,51.0,4280.0,632.0,1486.0,621.0,5.0359,224.1
-121.5,38.55,49.0,4094.0,634.0,1363.0,659.0,5.2362,236.8
-121.5,38.54,44.0,1167.0,201.0,452.0,209.0,3.7344,179.8
-121.48,38.55,52.0,2508.0,360.0,832.0,345.0,7.1035,228.7
-121.48,38.55,52.0,2037.0,358.0,811.0,375.0,4.3929,162.5
-121.48,38.56,50.0,1587.0,448.0,877.0,380.0,2.0833,94.3
-121.48,38.55,52.0,1684.0,309.0,675.0,296.0,4.1467,175
-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,191.9
-121.48,38.56,52.0,814.0,216.0,327.0,181.0,2.8542,125
-121.47,38.55,48.0,968.0,310.0,706.0,274.0,0.9948,65.4
-121.47,38.55,29.0,1303.0,308.0,861.0,263.0,1.0208,55.8
-121.47,38.54,47.0,2085.0,464.0,1346.0,402.0,1.2679,56.7
-121.47,38.55,24.0,979.0,287.0,546.0,291.0,1.186,67
-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,94.6
-121.45,38.54,47.0,1159.0,250.0,810.0,244.0,2.7787,56
-121.45,38.54,41.0,1278.0,308.0,839.0,280.0,1.4702,58.3
-121.46,38.54,48.0,1001.0,205.0,605.0,175.0,1.8333,58.2
-121.46,38.55,40.0,2077.0,435.0,1454.0,385.0,2.0074,57
-121.42,38.54,29.0,1407.0,265.0,556.0,235.0,3.0521,108
-121.43,38.54,43.0,2084.0,417.0,912.0,410.0,2.9769,92.7
-121.43,38.54,44.0,1879.0,359.0,791.0,345.0,3.15,101.5
-121.44,38.54,44.0,2570.0,509.0,1145.0,503.0,2.5694,92.4
-121.45,38.54,48.0,3421.0,734.0,1441.0,727.0,1.9485,86.6
-121.42,38.54,18.0,2525.0,501.0,1726.0,468.0,2.398,87.6
-121.42,38.54,29.0,2358.0,493.0,1071.0,470.0,2.925,94.3
-121.43,38.54,42.0,3321.0,688.0,1346.0,658.0,2.4618,101.3
-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,75.7
-121.41,38.53,35.0,2061.0,371.0,1110.0,342.0,3.1944,79
-121.41,38.53,37.0,1058.0,224.0,588.0,231.0,2.9737,72.1
-121.42,38.53,37.0,1958.0,367.0,1171.0,366.0,2.8298,71.2
-121.42,38.53,36.0,1581.0,288.0,832.0,291.0,3.4083,71.8
-121.43,38.53,36.0,1488.0,294.0,846.0,279.0,3.1208,82.7
-121.43,38.53,36.0,2430.0,426.0,1199.0,437.0,3.1667,81.9
-121.44,38.53,37.0,1951.0,432.0,1089.0,411.0,2.3272,80.6
-121.41,38.52,25.0,3087.0,720.0,2529.0,708.0,1.8689,66.8
-121.42,38.51,21.0,3249.0,666.0,2611.0,663.0,1.9423,87.8
-121.42,38.52,32.0,2828.0,556.0,1655.0,485.0,2.5574,72.6
-121.43,38.52,43.0,2089.0,399.0,955.0,385.0,2.5898,72.1
-121.43,38.52,30.0,3657.0,945.0,2925.0,899.0,1.3927,78.3
-121.44,38.52,38.0,2080.0,388.0,995.0,380.0,2.7697,76.6
-121.5,38.53,39.0,3184.0,593.0,1188.0,572.0,4.6923,192
-121.5,38.53,37.0,3642.0,684.0,1508.0,657.0,3.5231,114.3
-121.51,38.53,34.0,1613.0,265.0,631.0,266.0,4.25,191.9
-121.51,38.53,36.0,2603.0,408.0,966.0,419.0,5.3135,216.6
-121.5,38.52,37.0,2008.0,466.0,1261.0,427.0,2.2574,59.1
-121.51,38.51,33.0,2918.0,439.0,1085.0,427.0,5.5208,171.3
-121.51,38.51,31.0,1595.0,217.0,542.0,236.0,6.6112,251.6
-121.51,38.52,30.0,3236.0,588.0,1167.0,569.0,4.0972,181.4
-121.48,38.53,38.0,1451.0,315.0,786.0,340.0,2.3487,101.6
-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,130.6
-121.49,38.54,37.0,1655.0,393.0,841.0,355.0,1.6932,78.4
-121.48,38.53,43.0,1378.0,280.0,708.0,280.0,2.3542,103.9
-121.48,38.52,36.0,1824.0,357.0,906.0,356.0,2.9911,96.4
-121.49,38.52,37.0,1902.0,413.0,955.0,384.0,3.1014,96.8
-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,124.2
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,73.5
-121.48,38.53,37.0,1704.0,361.0,902.0,356.0,1.9837,62.3
-121.47,38.54,36.0,2099.0,510.0,1845.0,483.0,1.4138,52.5
-121.47,38.53,43.0,3215.0,725.0,2400.0,625.0,1.4625,54.4
-121.47,38.53,44.0,543.0,146.0,506.0,125.0,1.3646,65.4
-121.49,38.51,18.0,700.0,169.0,260.0,128.0,2.9219,152.9
-121.49,38.5,32.0,2364.0,439.0,1331.0,449.0,3.319,84.5
-121.49,38.5,30.0,1715.0,271.0,842.0,263.0,3.0313,87.9
-121.5,38.5,29.0,2049.0,330.0,787.0,309.0,3.7414,98.5
-121.49,38.51,30.0,3166.0,607.0,1857.0,579.0,3.1768,79.5
-121.51,38.54,34.0,2815.0,479.0,1075.0,471.0,3.9792,164.8
-121.52,38.53,31.0,3089.0,585.0,1366.0,561.0,4.2885,160.3
-121.52,38.53,30.0,3377.0,623.0,1289.0,594.0,3.5737,171.2
-121.52,38.51,23.0,6876.0,1456.0,2942.0,1386.0,3.0963,156.9
-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,158.3
-121.51,38.5,25.0,4719.0,745.0,1857.0,739.0,5.0371,180.2
-121.55,38.51,14.0,5490.0,851.0,2415.0,837.0,6.5253,216.8
-121.55,38.5,9.0,4868.0,738.0,2036.0,750.0,5.7621,204.6
-121.54,38.5,15.0,6093.0,1051.0,2415.0,997.0,4.2075,183.6
-121.54,38.51,17.0,8482.0,1590.0,3362.0,1513.0,4.2216,217.9
-121.53,38.5,17.0,3087.0,477.0,1365.0,495.0,6.4667,216.8
-121.53,38.51,20.0,6132.0,1324.0,2595.0,1174.0,3.1607,178.9
-121.52,38.5,19.0,4900.0,805.0,2519.0,855.0,4.8497,184.4
-121.53,38.48,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,212.2
-121.52,38.49,5.0,3344.0,800.0,1341.0,670.0,3.6196,152.8
-121.54,38.49,6.0,9104.0,1535.0,3759.0,1481.0,5.1442,174.5
-121.48,38.52,34.0,2561.0,497.0,1583.0,530.0,3.1583,95.8
-121.48,38.51,24.0,979.0,201.0,723.0,205.0,2.5926,72.3
-121.48,38.5,23.0,2679.0,792.0,1740.0,659.0,1.3679,70.3
-121.49,38.49,26.0,1557.0,301.0,986.0,300.0,2.6613,77.7
-121.5,38.49,29.0,3606.0,690.0,2317.0,696.0,2.7368,78.2
-121.5,38.49,32.0,4013.0,725.0,2032.0,675.0,3.3689,83.4
-121.48,38.49,26.0,3165.0,806.0,2447.0,752.0,1.5908,78.6
-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735,74.6
-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233,78.8
-121.47,38.48,25.0,2969.0,551.0,1745.0,487.0,2.6382,76.2
-121.49,38.47,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,68
-121.47,38.48,24.0,2359.0,462.0,2048.0,476.0,3.2702,67.3
-121.45,38.54,38.0,1865.0,384.0,1052.0,354.0,1.7891,60.5
-121.45,38.53,38.0,1746.0,388.0,1142.0,315.0,1.7714,69.9
-121.45,38.53,34.0,1893.0,415.0,884.0,395.0,2.1679,75.4
-121.45,38.53,34.0,1717.0,354.0,848.0,306.0,2.4741,87
-121.46,38.54,39.0,1453.0,324.0,843.0,281.0,1.7692,63.9
-121.46,38.53,37.0,2745.0,588.0,1607.0,556.0,1.8007,65.4
-121.46,38.54,36.0,1825.0,411.0,1226.0,391.0,1.5292,55.7
-121.47,38.52,26.0,2177.0,638.0,1971.0,560.0,1.2575,66.8
-121.46,38.51,18.0,2123.0,606.0,1576.0,599.0,1.5735,110
-121.45,38.5,25.0,3033.0,665.0,1559.0,627.0,2.7101,99.5
-121.47,38.5,17.0,1895.0,424.0,620.0,417.0,1.7188,137.5
-121.47,38.51,52.0,20.0,4.0,74.0,9.0,3.625,80
-121.47,38.52,42.0,2316.0,515.0,1597.0,522.0,1.8205,60.4
-121.44,38.52,36.0,3446.0,950.0,2460.0,847.0,1.6521,69.7
-121.45,38.51,29.0,4221.0,901.0,2294.0,850.0,2.2245,75.9
-121.45,38.52,37.0,1705.0,325.0,827.0,326.0,2.6288,71.2
-121.45,38.52,37.0,1477.0,321.0,888.0,312.0,2.5592,70.3
-121.46,38.52,29.0,3873.0,797.0,2237.0,706.0,2.1736,72.1
-121.46,38.51,32.0,2437.0,592.0,1596.0,557.0,1.68,84.1
-121.46,38.52,34.0,1279.0,285.0,963.0,268.0,2.71,65.6
-121.44,38.51,27.0,7212.0,1606.0,4828.0,1549.0,2.214,82.4
-121.44,38.5,27.0,2527.0,439.0,1089.0,415.0,4.088,96.8
-121.44,38.5,20.0,2033.0,586.0,1281.0,521.0,1.4007,97.5
-121.42,38.51,15.0,7901.0,1422.0,4769.0,1418.0,2.8139,90.4
-121.42,38.5,24.0,7740.0,1539.0,4333.0,1397.0,3.025,87.9
-121.46,38.49,15.0,10211.0,1995.0,5656.0,1752.0,2.575,107.9
-121.45,38.49,34.0,3573.0,662.0,1540.0,620.0,3.5323,109.8
-121.44,38.49,31.0,4297.0,788.0,2083.0,771.0,3.3878,109.3
-121.45,38.48,28.0,2780.0,510.0,1638.0,533.0,2.9571,103.1
-121.43,38.48,12.0,4602.0,930.0,2299.0,860.0,3.0625,90.5
-121.44,38.48,12.0,4929.0,1010.0,2621.0,870.0,2.7262,109.8
-121.45,38.48,24.0,1766.0,340.0,1028.0,372.0,3.5402,98.7
-121.46,38.48,8.0,3593.0,659.0,1710.0,530.0,3.5227,93.1
-121.42,38.49,17.0,13180.0,2444.0,7235.0,2335.0,3.363,103
-121.42,38.48,13.0,7880.0,1992.0,4749.0,1882.0,1.9657,116
-121.4,38.49,12.0,7290.0,1283.0,3960.0,1248.0,3.5968,106.3
-121.38,38.49,11.0,8537.0,1643.0,4224.0,1648.0,2.9647,108.9
-121.39,38.51,19.0,1808.0,375.0,758.0,320.0,2.0062,92
-121.42,38.56,21.0,2066.0,748.0,2548.0,734.0,1.3571,55
-121.39,38.56,19.0,8507.0,1470.0,3517.0,1453.0,4.3644,137.4
-121.38,38.55,23.0,2790.0,430.0,1407.0,460.0,4.3288,133.7
-121.38,38.55,26.0,1532.0,264.0,781.0,285.0,4.6944,130.9
-121.39,38.55,25.0,2171.0,431.0,1053.0,422.0,3.5278,126.2
-121.39,38.55,18.0,1734.0,467.0,783.0,447.0,1.9044,154.3
-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,142.5
-121.41,38.55,14.0,2534.0,705.0,1495.0,583.0,1.9167,156.3
-121.4,38.55,19.0,2497.0,494.0,748.0,442.0,2.925,142.4
-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,67.5
-121.48,38.59,43.0,987.0,240.0,1253.0,237.0,0.9204,82.1
-121.5,38.59,43.0,88.0,21.0,119.0,19.0,1.725,67.5
-121.44,38.6,16.0,2987.0,864.0,1240.0,755.0,2.8231,137.5
-121.41,38.56,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,179.5
-121.37,38.57,22.0,4899.0,847.0,1701.0,826.0,5.2449,387
-121.39,38.57,33.0,2648.0,357.0,863.0,359.0,8.4016,338.7
-121.4,38.57,25.0,2022.0,295.0,639.0,278.0,5.8416,297.6
-121.41,38.57,16.0,4429.0,1124.0,1538.0,960.0,3.2443,190.7
-121.4,38.56,22.0,2623.0,357.0,838.0,368.0,7.143,327.8
-121.42,38.6,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,89.6
-121.42,38.6,35.0,1166.0,193.0,574.0,190.0,2.2452,102.8
-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,111.4
-121.43,38.61,33.0,2289.0,576.0,1100.0,503.0,2.1694,95.7
-121.44,38.61,34.0,172.0,38.0,149.0,55.0,2.6442,55
-121.41,38.61,36.0,3099.0,605.0,1322.0,623.0,3.4784,105.5
-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,104.2
-121.41,38.59,18.0,5527.0,1446.0,2883.0,1305.0,2.6485,114.5
-121.41,38.59,17.0,12355.0,3630.0,5692.0,3073.0,2.5245,99.1
-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089,141.4
-121.39,38.61,36.0,2396.0,536.0,1225.0,515.0,2.9559,136.6
-121.39,38.6,22.0,5773.0,1320.0,2607.0,1250.0,2.5238,118.8
-121.4,38.61,37.0,1994.0,347.0,782.0,355.0,4.1488,136.4
-121.38,38.59,36.0,1239.0,237.0,764.0,222.0,3.0156,103
-121.39,38.59,33.0,2091.0,468.0,1053.0,470.0,2.2264,108.1
-121.39,38.59,34.0,1151.0,234.0,563.0,251.0,2.8,113.6
-121.4,38.59,25.0,2228.0,534.0,1130.0,481.0,2.5363,124.6
-121.4,38.59,18.0,2614.0,624.0,1181.0,616.0,2.0432,156.8
-121.38,38.59,36.0,2253.0,434.0,1018.0,426.0,3.2596,98.7
-121.39,38.58,36.0,2019.0,369.0,878.0,356.0,2.8462,93.4
-121.39,38.58,41.0,2577.0,365.0,913.0,339.0,6.3406,448.3
-121.37,38.6,35.0,3137.0,544.0,1312.0,549.0,3.788,136.8
-121.37,38.6,36.0,1119.0,144.0,414.0,150.0,5.8336,283.3
-121.38,38.6,36.0,1249.0,159.0,362.0,143.0,6.8469,446.4
-121.38,38.61,34.0,2888.0,496.0,1168.0,479.0,3.6053,148.6
-121.37,38.59,36.0,2523.0,401.0,927.0,398.0,3.5179,207.8
-121.37,38.58,37.0,2839.0,390.0,1006.0,400.0,7.3343,280.4
-121.38,38.58,38.0,2968.0,475.0,1176.0,454.0,5.0497,191.7
-121.38,38.59,38.0,1839.0,287.0,685.0,276.0,4.5313,189.4
-121.37,38.59,36.0,2388.0,369.0,838.0,356.0,4.775,194.1
-121.35,38.61,27.0,3900.0,776.0,1549.0,761.0,2.7788,115.7
-121.35,38.6,27.0,4314.0,611.0,1662.0,575.0,5.0997,170.1
-121.36,38.6,35.0,1930.0,328.0,805.0,338.0,4.4643,133
-121.36,38.6,36.0,1275.0,227.0,530.0,245.0,3.875,133.6
-121.36,38.61,35.0,2355.0,365.0,993.0,354.0,5.0492,144.1
-121.35,38.59,29.0,1285.0,193.0,460.0,206.0,5.3243,265.7
-121.36,38.59,32.0,3303.0,480.0,1185.0,436.0,5.0508,225.7
-121.36,38.58,25.0,3196.0,406.0,978.0,419.0,8.4699,344
-121.35,38.58,20.0,2992.0,378.0,1105.0,368.0,8.6572,320.2
-121.34,38.58,18.0,1631.0,228.0,599.0,228.0,7.8031,267.2
-121.34,38.59,23.0,2912.0,421.0,1132.0,410.0,5.9174,225.9
-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,380
-121.36,38.64,24.0,6540.0,1008.0,2667.0,1031.0,5.5632,175.2
-121.36,38.63,28.0,6119.0,985.0,2631.0,934.0,4.875,146.4
-121.35,38.62,28.0,4175.0,796.0,2032.0,830.0,3.4299,164
-121.35,38.61,25.0,4916.0,1243.0,2140.0,1136.0,2.5511,134.1
-121.36,38.61,37.0,2191.0,394.0,951.0,362.0,3.8882,159.5
-121.36,38.62,34.0,2447.0,503.0,1077.0,456.0,3.058,133
-121.36,38.63,30.0,2619.0,370.0,940.0,359.0,4.7283,164.5
-121.37,38.64,36.0,322.0,48.0,133.0,59.0,4.6111,139.3
-121.38,38.64,19.0,4563.0,1069.0,2256.0,926.0,2.1472,143.4
-121.37,38.63,32.0,3658.0,797.0,1452.0,715.0,2.6623,120.7
-121.37,38.63,37.0,494.0,86.0,253.0,99.0,4.8194,141.1
-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,151.8
-121.37,38.62,27.0,1743.0,380.0,697.0,368.0,1.6678,166.1
-121.38,38.62,34.0,2352.0,610.0,1127.0,592.0,2.2,116.5
-121.38,38.62,41.0,774.0,144.0,356.0,150.0,3.5625,115.3
-121.37,38.62,43.0,1077.0,199.0,447.0,182.0,3.0139,115.6
-121.37,38.61,42.0,945.0,193.0,460.0,193.0,3.7569,127.1
-121.37,38.61,39.0,823.0,146.0,329.0,144.0,3.0833,114.1
-121.38,38.61,27.0,2375.0,537.0,863.0,452.0,3.0086,126.9
-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,118.9
-121.39,38.63,34.0,1226.0,180.0,359.0,167.0,3.8068,150.4
-121.39,38.61,35.0,2024.0,359.0,786.0,364.0,2.4632,156.9
-121.39,38.62,27.0,5693.0,1487.0,2334.0,1387.0,2.2844,170.5
-121.39,38.62,45.0,2696.0,624.0,1059.0,582.0,1.8176,160.9
-121.4,38.63,30.0,3626.0,834.0,1577.0,806.0,2.517,130.4
-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,98.7
-121.4,38.62,28.0,3671.0,886.0,1733.0,820.0,2.2292,113.2
-121.4,38.61,33.0,3512.0,825.0,1515.0,782.0,1.9908,118.8
-121.41,38.62,21.0,3260.0,763.0,1735.0,736.0,2.5162,97.5
-121.42,38.62,33.0,3171.0,832.0,1591.0,695.0,2.0786,88.6
-121.42,38.61,34.0,1126.0,256.0,589.0,243.0,2.1776,84.4
-121.43,38.61,40.0,1134.0,252.0,675.0,249.0,1.3696,65.2
-121.42,38.62,41.0,1087.0,272.0,462.0,219.0,2.0224,64.9
-121.42,38.63,42.0,1385.0,273.0,740.0,274.0,2.6055,78
-121.43,38.63,43.0,1009.0,225.0,604.0,218.0,1.6641,67
-121.42,38.63,42.0,2217.0,536.0,1203.0,507.0,1.9412,73.1
-121.43,38.62,36.0,1765.0,438.0,1008.0,382.0,2.0639,73
-121.44,38.61,41.0,1404.0,313.0,765.0,330.0,1.8792,63.3
-121.41,38.64,41.0,1578.0,317.0,897.0,333.0,2.3214,66.8
-121.41,38.64,38.0,1384.0,287.0,682.0,280.0,1.9167,64.4
-121.42,38.64,42.0,1720.0,382.0,1069.0,362.0,1.8611,60.5
-121.42,38.64,44.0,1728.0,367.0,1042.0,349.0,1.6033,58.5
-121.42,38.65,21.0,2274.0,495.0,1157.0,445.0,2.098,49.8
-121.43,38.65,18.0,909.0,198.0,661.0,176.0,3.1696,77.4
-121.43,38.64,34.0,2010.0,411.0,1501.0,422.0,2.0417,65.9
-121.44,38.64,18.0,1756.0,442.0,837.0,320.0,1.125,70.5
-121.44,38.64,25.0,1678.0,367.0,971.0,307.0,1.0398,62.1
-121.44,38.65,28.0,1219.0,240.0,559.0,212.0,3.8295,122.2
-121.44,38.63,38.0,1673.0,399.0,1116.0,382.0,1.3302,62.2
-121.44,38.63,33.0,1077.0,271.0,753.0,236.0,1.3462,55.9
-121.44,38.63,38.0,1402.0,370.0,970.0,382.0,1.6343,71
-121.44,38.62,37.0,1607.0,385.0,972.0,354.0,1.9107,64.7
-121.44,38.62,37.0,3009.0,733.0,1513.0,588.0,1.4387,61
-121.45,38.65,5.0,2680.0,502.0,1885.0,498.0,2.6369,110
-121.46,38.65,8.0,3746.0,767.0,2161.0,744.0,3.2039,103.4
-121.46,38.65,14.0,3167.0,551.0,1787.0,533.0,3.8125,92.6
-121.45,38.64,23.0,1481.0,343.0,1079.0,315.0,1.867,60.6
-121.46,38.64,20.0,1517.0,323.0,1287.0,328.0,1.6607,67
-121.46,38.63,26.0,3185.0,658.0,2444.0,626.0,1.56,67.6
-121.45,38.63,28.0,1246.0,295.0,884.0,258.0,1.4397,51.7
-121.45,38.62,37.0,1534.0,315.0,1147.0,322.0,2.5643,59.8
-121.45,38.62,38.0,2419.0,605.0,1696.0,503.0,1.4861,63.1
-121.45,38.61,32.0,2436.0,612.0,1509.0,618.0,1.0424,81.4
-121.46,38.61,43.0,705.0,178.0,464.0,159.0,2.4205,60.9
-121.46,38.62,35.0,3326.0,696.0,2511.0,649.0,1.9871,60.9
-121.44,38.61,33.0,1591.0,466.0,1000.0,418.0,1.0467,70.1
-121.45,38.6,44.0,2324.0,413.0,823.0,375.0,4.6625,158.9
-121.45,38.61,46.0,1758.0,511.0,1094.0,484.0,1.0685,70
-121.46,38.61,43.0,1111.0,269.0,613.0,290.0,1.2917,66.3
-121.46,38.6,29.0,1978.0,538.0,823.0,490.0,1.9688,135.6
-121.45,38.61,34.0,438.0,116.0,263.0,100.0,0.9379,67.5
-121.47,38.63,29.0,2197.0,520.0,1374.0,483.0,2.1889,69.3
-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,67.5
-121.52,38.65,17.0,1269.0,233.0,494.0,231.0,3.9615,331.3
-121.53,38.61,5.0,8149.0,1913.0,2933.0,1616.0,3.6788,178.8
-121.49,38.63,6.0,12197.0,2617.0,5634.0,2329.0,3.7449,129.3
-121.5,38.62,8.0,16679.0,3457.0,7919.0,3329.0,3.7188,134.5
-121.5,38.61,5.0,1395.0,373.0,638.0,322.0,2.6745,225
-121.5,38.63,6.0,693.0,143.0,276.0,151.0,3.1944,117
-121.49,38.62,8.0,15309.0,2996.0,7463.0,2885.0,3.9143,129.7
-121.49,38.61,6.0,4391.0,974.0,1982.0,914.0,3.4291,105.3
-121.48,38.62,23.0,7709.0,1279.0,4147.0,1262.0,3.8272,96.6
-121.48,38.61,18.0,1511.0,315.0,1062.0,304.0,2.3438,89.4
-121.51,38.69,28.0,800.0,149.0,450.0,158.0,2.1029,108.6
-121.59,38.69,32.0,541.0,82.0,229.0,98.0,8.0379,383.3
-121.42,38.72,10.0,3054.0,528.0,1932.0,510.0,3.0903,91.9
-121.44,38.73,25.0,1287.0,224.0,727.0,236.0,4.7396,135.5
-121.47,38.72,26.0,1708.0,299.0,911.0,290.0,4.0227,99.8
-121.44,38.71,25.0,2336.0,406.0,1172.0,408.0,3.5129,101.2
-121.42,38.7,10.0,2562.0,460.0,1478.0,433.0,4.0625,96.2
-121.45,38.7,24.0,2159.0,369.0,1141.0,355.0,3.9853,90.4
-121.46,38.7,32.0,965.0,183.0,568.0,188.0,3.8611,93.9
-121.43,38.69,28.0,927.0,165.0,542.0,148.0,2.5,96.2
-121.44,38.68,19.0,2476.0,534.0,1355.0,463.0,2.0625,94.4
-121.42,38.68,32.0,2118.0,345.0,1019.0,338.0,3.725,112.2
-121.41,38.69,28.0,1601.0,308.0,848.0,305.0,3.6429,105.2
-121.44,38.69,24.0,3124.0,556.0,1512.0,555.0,3.1942,94.9
-121.45,38.69,32.0,2962.0,526.0,1542.0,521.0,2.2243,89.2
-121.46,38.68,35.0,1299.0,254.0,705.0,245.0,2.8333,103
-121.47,38.68,19.0,946.0,182.0,474.0,173.0,5.0155,97.3
-121.46,38.69,11.0,3335.0,658.0,1963.0,622.0,3.3125,96.8
-121.47,38.7,31.0,1007.0,181.0,563.0,185.0,3.625,91.3
-121.43,38.66,35.0,1814.0,367.0,1076.0,372.0,2.7179,81.1
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,120.5
-121.4,38.66,50.0,880.0,150.0,1148.0,148.0,2.5062,112.5
-121.37,38.69,29.0,2103.0,380.0,1124.0,387.0,3.0833,87
-121.37,38.68,34.0,1086.0,187.0,663.0,190.0,3.3074,84.2
-121.38,38.68,35.0,1643.0,298.0,831.0,305.0,4.0673,84.2
-121.37,38.68,36.0,1775.0,296.0,937.0,305.0,3.1786,83.4
-121.37,38.69,35.0,1851.0,327.0,1007.0,286.0,3.2361,84
-121.38,38.69,35.0,2943.0,554.0,1460.0,510.0,2.6713,84.4
-121.39,38.69,38.0,300.0,47.0,154.0,51.0,4.0909,108.3
-121.37,38.69,35.0,1093.0,192.0,590.0,190.0,2.7009,80.2
-121.37,38.68,29.0,3757.0,646.0,2022.0,611.0,3.5429,88.2
-121.37,38.68,35.0,1620.0,276.0,939.0,277.0,2.5542,72.9
-121.38,38.68,35.0,1565.0,290.0,861.0,277.0,2.4844,77
-121.38,38.68,40.0,67.0,17.0,50.0,32.0,1.7596,93.8
-121.37,38.67,36.0,1354.0,258.0,771.0,267.0,2.2723,78.8
-121.37,38.67,36.0,1786.0,338.0,974.0,319.0,2.555,72.7
-121.38,38.67,37.0,2176.0,460.0,1067.0,357.0,2.3958,78.4
-121.38,38.67,38.0,1001.0,228.0,597.0,226.0,2.2788,73.4
-121.39,38.67,35.0,562.0,174.0,240.0,106.0,0.9338,112.5
-121.37,38.7,18.0,3938.0,649.0,1861.0,606.0,3.6484,95
-121.38,38.7,25.0,3919.0,764.0,2203.0,783.0,2.2402,89.5
-121.39,38.69,30.0,2897.0,506.0,1508.0,478.0,3.865,88.4
-121.37,38.7,26.0,2230.0,410.0,1155.0,377.0,3.4911,88.2
-121.34,38.69,16.0,2686.0,516.0,1553.0,529.0,3.7857,112.7
-121.34,38.69,17.0,1968.0,364.0,996.0,331.0,3.7031,114.3
