x,y,group
1.8931,4.2634,population_2
1.5114,4.0814,population_2
2.5086,3.0634,population_2
1.6167,4.0119,population_2
2.1749,4.0131,population_2
1.9643,2.6329,population_2
1.4736,3.4605,population_2
1.6954,3.6767,population_2
2.6914,4.4135,population_2
2.1008,4.4614,population_2
1.4954,3.4187,population_2
2.1527,4.4689,population_2
1.9269,3.8179,population_2
3.727,1.1304,population_2
2.1426,3.5153,population_2
1.8097,5.079,population_2
2.71,2.3182,population_2
1.0795,4.1127,population_2
2.0472,5.5853,population_2
2.9972,3.2394,population_2
1.9419,4.0021,population_2
1.1333,2.696,population_2
1.802,5.6272,population_2
2.7273,3.9167,population_2
2.188,4.0466,population_2
1.5806,5.3543,population_2
1.6574,4.6615,population_2
1.7201,3.1244,population_2
2.1806,3.3527,population_2
2.6691,4.4949,population_2
2.5262,3.3759,population_2
2.228,1.8828,population_2
1.3342,3.9468,population_2
1.336,2.5198,population_2
2.2666,5.6163,population_2
1.3273,4.1768,population_2
1.8872,3.0948,population_2
2.1521,3.3014,population_2
1.4312,2.1106,population_2
1.4879,2.9005,population_2
1.9529,5.0163,population_2
2.2518,6.2318,population_2
2.5308,4.7264,population_2
2.3035,3.908,population_2
2.0368,3.568,population_2
1.6269,3.0435,population_2
1.4645,6.0598,population_2
1.7446,3.8113,population_2
2.205,6.1156,population_2
2.1683,5.3935,population_2
0.95,2.2592,population_2
1.6072,3.334,population_2
2.6023,3.331,population_2
2.0396,3.9202,population_2
1.2915,3.9397,population_2
3.1779,6.9962,population_2
1.9855,2.9228,population_2
2.1922,4.229,population_2
2.1998,4.6165,population_2
1.8162,3.9984,population_2
1.6362,4.1102,population_2
3.0608,2.9552,population_2
2.5016,4.1065,population_2
2.411,4.5114,population_2
2.2881,4.3276,population_2
1.4983,4.5702,population_2
2.6388,5.4126,population_2
1.5784,4.937,population_2
2.1416,4.0713,population_2
1.1803,2.8282,population_2
0.9796,3.4,population_2
2.1591,3.7804,population_2
1.5955,4.2523,population_2
1.0054,3.5217,population_2
2.2703,3.0643,population_2
3.06,2.8118,population_2
2.6948,2.3488,population_2
1.8713,3.765,population_2
2.0044,2.5303,population_2
2.4439,2.9995,population_2
2.5611,3.6061,population_2
1.8282,2.6641,population_2
2.0171,4.3798,population_2
2.1503,4.7402,population_2
2.2769,3.4506,population_2
1.9335,3.563,population_2
1.94,4.5374,population_2
2.6899,3.286,population_2
2.6048,3.2173,population_2
2.2387,5.1965,population_2
2.8596,4.8842,population_2
1.8068,4.6016,population_2
2.8115,4.9256,population_2
2.2713,2.0227,population_2
3.6355,5.3538,population_2
1.4038,4.3921,population_2
1.6553,5.0108,population_2
2.2094,4.3872,population_2
2.1986,4.0489,population_2
2.9751,3.7247,population_2
1.6658,4.3671,population_2
2.4525,3.6883,population_2
2.5812,4.8679,population_2
2.3523,2.4135,population_2
1.5195,3.4584,population_2
2.7039,6.0448,population_2
2.6147,3.3739,population_2
2.2998,3.7613,population_2
2.1022,3.1174,population_2
2.1131,4.3358,population_2
1.9606,3.2637,population_2
2.3204,3.8144,population_2
2.0156,4.8489,population_2
1.5757,3.3012,population_2
1.4757,4.7886,population_2
1.624,4.8222,population_2
2.1111,5.055,population_2
1.9865,4.1405,population_2
2.1077,7.2413,population_2
2.2504,5.0545,population_2
1.6863,4.3249,population_2
2.7328,3.1241,population_2
1.8661,3.9029,population_2
1.7833,5.4263,population_2
2.2412,5.7095,population_2
1.0817,5.4783,population_2
1.6047,4.7852,population_2
2.4905,2.7443,population_2
1.1313,4.4872,population_2
2.5588,2.7586,population_2
2.7556,2.5125,population_2
1.8153,4.2392,population_2
2.1459,4.5232,population_2
2.5595,4.9034,population_2
1.7666,4.4971,population_2
2.4339,4.5316,population_2
1.6644,3.0153,population_2
1.7612,3.895,population_2
1.6003,2.4929,population_2
2.1713,1.9966,population_2
2.579,4.7406,population_2
1.9079,3.2469,population_2
1.3644,4.8725,population_2
1.4586,5.1083,population_2
2.1973,3.3807,population_2
2.9221,4.5903,population_2
2.1969,3.3388,population_2
1.8066,2.1541,population_2
2.3831,4.1233,population_2
1.8803,3.5291,population_2
1.8109,3.5599,population_2
1.5208,5.9753,population_2
2.7042,2.4741,population_2
0.7304,4.3829,population_2
2.3989,3.0052,population_2
1.7681,4.9083,population_2
1.7948,4.2984,population_2
2.8462,4.3793,population_2
1.6429,3.0551,population_2
1.66,3.2344,population_2
1.9348,4.9273,population_2
2.2069,5.7708,population_2
1.7791,4.4803,population_2
1.2131,3.1026,population_2
1.5672,4.3389,population_2
2.6407,6.4275,population_2
2.0374,4.1024,population_2
2.2255,5.4618,population_2
1.8693,3.2597,population_2
1.6703,3.9579,population_2
2.8388,4.6196,population_2
1.9059,4.3973,population_2
1.7783,3.2336,population_2
2.5481,3.1905,population_2
1.6388,4.9883,population_2
1.7026,5.1916,population_2
2.0051,5.5121,population_2
2.0001,5.8039,population_2
2.1298,4.1346,population_2
3.0458,3.6888,population_2
2.1681,5.351,population_2
0.811,4.7131,population_2
2.1631,3.0175,population_2
2.0189,2.9664,population_2
2.0217,4.4919,population_2
2.123,3.8227,population_2
1.9857,3.9736,population_2
1.9737,5.0725,population_2
2.3065,4.759,population_2
1.729,5.3299,population_2
1.5262,2.0685,population_2
3.5119,4.2534,population_2
1.6421,4.6947,population_2
2.0501,2.4734,population_2
1.2522,3.3451,population_2
2.0582,3.1595,population_2
1.5334,4.0217,population_2
1.7788,5.6279,population_2
2.5225,6.0226,population_2
2.236,3.1857,population_2
2.2842,4.5266,population_2
1.1144,4.5588,population_2
2.9184,4.3876,population_2
1.4041,4.399,population_2
2.7643,4.3037,population_2
2.5108,5.6876,population_2
2.2887,5.1025,population_2
1.5725,2.9398,population_2
2.0758,4.7957,population_2
1.7645,4.8924,population_2
2.0145,4.315,population_2
1.8751,5.1314,population_2
0.9807,4.1881,population_2
2.5609,4.2005,population_2
1.9594,4.1212,population_2
1.7576,1.9818,population_2
1.7198,3.9196,population_2
2.1792,3.3317,population_2
1.5531,2.8136,population_2
0.8724,5.434,population_2
2.2036,4.5042,population_2
2.2596,3.9702,population_2
1.9002,3.4352,population_2
1.426,4.2962,population_2
2.0445,4.9914,population_2
1.2677,3.173,population_2
1.4864,3.9952,population_2
1.6247,4.8681,population_2
2.422,2.064,population_2
1.8187,3.9424,population_2
1.7761,3.5707,population_2
2.9773,3.8662,population_2
2.1762,3.4984,population_2
2.1695,4.1376,population_2
1.8151,5.9236,population_2
1.7018,3.6761,population_2
0.9068,4.2917,population_2
2.4844,5.9947,population_2
2.2242,3.45,population_2
1.9104,5.8147,population_2
1.9314,4.0053,population_2
2.3681,5.7819,population_2
1.2226,4.7502,population_2
1.7051,4.3071,population_2
1.4318,3.9344,population_2
2.8858,3.376,population_2
2.4378,4.0758,population_2
0.8987,4.8974,population_2
1.2431,3.9869,population_2
1.9338,3.6834,population_2
1.7638,3.7492,population_2
1.3378,4.9925,population_2
2.9724,5.2252,population_2
2.1563,3.3328,population_2
2.2374,3.3314,population_2
1.654,4.3794,population_2
2.3611,5.5275,population_2
1.8098,5.146,population_2
1.8583,2.7481,population_2
2.3055,3.7359,population_2
1.1855,3.0694,population_2
2.7985,3.7325,population_2
2.0912,5.6044,population_2
2.6405,2.5774,population_2
1.4623,2.3811,population_2
1.5384,3.1714,population_2
1.419,4.2873,population_2
2.1251,4.6208,population_2
2.033,4.4374,population_2
1.7678,5.1757,population_2
1.493,2.2369,population_2
1.3667,5.1883,population_2
1.9758,3.6879,population_2
1.7672,4.7315,population_2
1.6572,2.6766,population_2
2.7735,4.005,population_2
1.9588,4.2363,population_2
2.635,5.1558,population_2
1.7334,2.4147,population_2
2.1224,4.0308,population_2
1.9723,2.9148,population_2
1.1512,4.5055,population_2
2.7142,4.7772,population_2
1.9324,5.2872,population_2
2.3732,3.465,population_2
1.624,4.9272,population_2
1.9176,5.3609,population_2
1.5666,2.3568,population_2
2.618,4.6123,population_2
2.1557,4.9585,population_2
2.1835,3.7413,population_2
2.6791,2.7892,population_2
2.5782,4.943,population_2
2.3827,2.8005,population_2
1.2891,3.8216,population_2
1.6522,3.9599,population_2
1.4981,4.7155,population_2
2.3638,3.3734,population_2
2.0853,3.3154,population_2
1.3047,4.0989,population_2
1.9056,5.0064,population_2
1.2529,6.2875,population_2
1.9734,2.4925,population_2
1.1723,4.3153,population_2
2.2644,2.9135,population_2
2.189,5.0188,population_2
2.954,3.0615,population_2
2.4239,3.3254,population_2
1.7885,3.4107,population_2
2.409,3.9238,population_2
1.3012,4.3232,population_2
1.5188,4.4837,population_2
2.1666,3.9942,population_2
0.9209,2.6701,population_2
1.9814,4.7278,population_2
1.4899,3.947,population_2
2.0507,5.1617,population_2
1.4611,3.2923,population_2
2.2121,2.3977,population_2
2.0097,3.966,population_2
2.7002,5.296,population_2
2.0034,4.1609,population_2
1.6157,3.8003,population_2
1.8766,3.1297,population_2
1.3279,5.7578,population_2
2.2031,2.9704,population_2
2.2949,3.2746,population_2
3.2346,4.57,population_2
1.6891,2.144,population_2
1.8661,5.2746,population_2
1.7121,4.6242,population_2
2.1061,4.8992,population_2
2.1908,4.5581,population_2
1.9733,3.8389,population_2
2.5432,2.9369,population_2
1.6915,3.8599,population_2
2.4931,3.0248,population_2
2.2692,4.4862,population_2
1.994,4.8068,population_2
1.8425,5.4768,population_2
3.2133,4.3718,population_2
1.5915,4.9246,population_2
2.149,3.7029,population_2
1.6249,3.5217,population_2
2.8928,4.4737,population_2
2.4434,3.6135,population_2
1.6608,4.2692,population_2
2.2563,2.9388,population_2
2.1288,3.1184,population_2
1.7417,4.6354,population_2
2.3791,4.8867,population_2
2.1947,3.0143,population_2
2.1078,4.6706,population_2
1.979,3.4673,population_2
2.2155,4.0165,population_2
2.1147,5.4169,population_2
2.0295,4.8075,population_2
1.6795,4.7959,population_2
2.8469,5.9088,population_2
1.4748,3.2961,population_2
2.2138,3.0141,population_2
1.8399,3.2779,population_2
2.8798,3.7455,population_2
1.5483,1.6454,population_2
1.6324,3.7926,population_2
1.5151,3.4554,population_2
2.1617,4.7838,population_2
1.3135,4.3524,population_2
1.7607,3.3993,population_2
0.9238,4.59,population_2
2.1202,4.7233,population_2
1.7499,3.2315,population_2
1.256,3.507,population_2
2.5428,1.7746,population_2
1.3462,2.9093,population_2
2.3985,3.2575,population_2
1.6495,4.0742,population_2
2.8008,3.0546,population_2
2.3748,3.4865,population_2
1.496,2.7747,population_2
1.5415,4.1711,population_2
2.3028,4.4257,population_2
1.8688,4.4024,population_2
1.9153,4.0124,population_2
2.6361,2.4589,population_2
1.6257,3.38,population_2
2.0456,3.5927,population_2
2.4773,3.5967,population_2
2.4046,4.075,population_2
1.9202,5.4255,population_2
1.8555,4.8121,population_2
1.1306,3.0125,population_2
1.4719,4.6784,population_2
2.1592,4.6403,population_2
1.9311,3.1939,population_2
2.0375,4.8489,population_2
2.5196,3.8396,population_2
1.4063,2.59,population_2
1.8819,4.4552,population_2
2.0944,4.217,population_2
1.6479,3.7723,population_2
2.7157,3.9625,population_2
2.4543,3.2809,population_2
2.1451,4.6101,population_2
2.8971,3.9565,population_2
1.2506,4.1664,population_2
1.9961,4.3571,population_2
2.1832,2.8454,population_2
1.5427,3.1057,population_2
2.1504,1.7901,population_2
1.4467,4.5647,population_2
2.3453,2.7878,population_2
2.5289,4.1326,population_2
2.1362,4.371,population_2
1.0736,4.6024,population_2
1.5166,2.796,population_2
2.2824,3.9348,population_2
2.0106,5.6703,population_2
0.653,5.7143,population_2
2.6214,4.9873,population_2
2.0683,4.3375,population_2
1.5905,2.9949,population_2
2.4975,4.7186,population_2
1.6612,3.842,population_2
1.6558,4.5605,population_2
2.1792,3.3672,population_2
2.8905,3.8271,population_2
2.8118,4.1641,population_2
2.1799,4.2463,population_2
2.2312,4.4937,population_2
2.3957,3.4208,population_2
1.3715,2.6567,population_2
2.3221,5.6248,population_2
1.633,6.4893,population_2
2.1592,4.4474,population_2
1.8863,2.676,population_2
2.2506,3.2268,population_2
2.0591,4.5091,population_2
0.4635,5.3411,population_2
2.0894,2.7871,population_2
2.3211,3.8757,population_2
2.223,4.1959,population_2
1.9487,4.8646,population_2
2.8211,3.6564,population_2
2.1557,2.4362,population_2
2.2188,4.6212,population_2
2.5222,5.1248,population_2
2.1813,3.9174,population_2
1.551,4.4052,population_2
0.7808,3.5255,population_2
1.7614,3.1542,population_2
2.3805,5.0264,population_2
1.8235,4.3875,population_2
2.4006,4.4904,population_2
2.0744,5.5021,population_2
2.644,2.9452,population_2
1.8524,3.448,population_2
2.2338,4.1579,population_2
2.2529,3.4357,population_2
2.7508,4.7831,population_2
1.1467,3.8126,population_2
1.7708,3.0075,population_2
2.4243,4.0658,population_2
2.7729,4.1703,population_2
2.12,4.9347,population_2
1.8536,4.3931,population_2
2.3786,4.4611,population_2
2.4344,4.3203,population_2
1.8202,3.8118,population_2
2.1652,3.2838,population_2
2.5903,4.2888,population_2
2.9452,3.6669,population_2
2.3713,5.6898,population_2
2.0221,5.3422,population_2
1.973,4.6328,population_2
2.2787,4.3785,population_2
1.9422,3.912,population_2
2.0948,2.7389,population_2
1.4711,3.7838,population_2
2.6485,4.1014,population_2
1.4299,4.2295,population_2
1.7839,4.4695,population_2
2.0488,4.9213,population_2
2.9955,3.3078,population_2
1.7887,3.3169,population_2
1.667,5.4509,population_2
1.7246,4.771,population_2
2.8294,3.6092,population_2
0.5938,3.8928,population_2
1.4986,3.8973,population_2
3.3656,4.0316,population_2
2.2954,4.4727,population_2
1.447,6.535,population_2
1.979,4.1898,population_2
2.0337,4.6626,population_2
2.4231,2.3135,population_2
2.9198,3.5151,population_2
2.1943,5.2288,population_2
1.7301,4.4023,population_2
2.3935,-0.3891,population_2
1.6509,4.674,population_2
1.4833,5.9182,population_2
1.12,2.0041,population_2
1.2174,5.5194,population_2
1.5518,1.228,population_2
1.4111,4.938,population_2
2.1566,3.9914,population_2
1.4003,1.65,population_2
0.4282,4.4461,population_2
1.478,5.1508,population_2
1.7641,4.3639,population_2
1.6973,4.5848,population_2
2.7598,3.5883,population_2
1.6932,2.1386,population_2
2.4405,4.6919,population_2
1.9905,5.7498,population_2
1.9788,5.1296,population_2
1.5823,2.0121,population_2
1.9706,2.4851,population_2
1.6175,3.154,population_2
2.085,2.407,population_2
1.8819,4.0442,population_2
1.5277,4.3934,population_2
2.4959,2.5697,population_2
2.2134,4.7771,population_2
1.776,4.6011,population_2
2.0727,3.4518,population_2
1.9581,3.8275,population_2
1.5662,2.0502,population_2
2.0352,3.6677,population_2
1.6895,4.0074,population_2
1.5275,4.1687,population_2
1.1886,4.3789,population_2
1.8207,4.2442,population_2
2.2835,3.7357,population_2
1.6527,4.2862,population_2
3.2604,5.002,population_2
2.4428,3.9045,population_2
2.6522,4.3176,population_2
2.3976,3.8138,population_2
2.9264,3.3532,population_2
1.6065,4.5229,population_2
0.7196,3.4448,population_2
1.7769,4.3861,population_2
2.2791,4.0283,population_2
2.0758,3.6961,population_2
2.1377,3.6719,population_2
2.6605,3.4919,population_2
2.191,2.3542,population_2
2.3995,4.3829,population_2
1.5302,4.2315,population_2
1.4523,4.8497,population_2
2.8071,3.4685,population_2
2.0505,5.8954,population_2
1.6884,3.6203,population_2
1.6893,3.1249,population_2
1.6754,3.0063,population_2
1.6455,2.2661,population_2
1.3584,5.5326,population_2
1.2498,5.3711,population_2
1.9025,4.6007,population_2
1.7035,3.1039,population_2
2.5536,5.8113,population_2
2.1465,3.6483,population_2
2.1327,3.731,population_2
1.6284,5.4373,population_2
1.9395,4.6589,population_2
2.1805,6.2011,population_2
2.3581,4.2487,population_2
1.9531,3.603,population_2
2.5396,3.3882,population_2
2.004,2.153,population_2
2.3964,3.7214,population_2
1.7551,5.1446,population_2
1.0937,4.5988,population_2
2.1342,4.0203,population_2
2.3627,3.0051,population_2
2.2877,4.2269,population_2
2.2111,5.0128,population_2
1.8257,4.4307,population_2
1.5966,4.1667,population_2
2.2759,3.203,population_2
2.2132,4.8672,population_2
1.7196,0.8681,population_2
2.5547,4.3828,population_2
1.5586,6.5703,population_2
1.7082,2.4916,population_2
2.8182,3.7586,population_2
2.4343,3.9921,population_2
1.821,3.5374,population_2
2.1437,5.0364,population_2
2.0774,4.4725,population_2
0.6272,4.1523,population_2
1.5468,4.7973,population_2
1.9746,4.0168,population_2
1.8217,7.1799,population_2
2.1236,4.1513,population_2
2.5647,4.1953,population_2
1.8392,2.2895,population_2
1.4712,3.4565,population_2
2.1624,5.1474,population_2
1.8367,2.6645,population_2
1.922,1.8424,population_2
1.8541,4.0323,population_2
3.1209,5.3707,population_2
0.8796,4.0424,population_2
1.8058,3.6639,population_2
1.9982,2.1415,population_2
1.6094,4.4523,population_2
2.4499,4.6613,population_2
2.4066,2.2183,population_2
1.9761,5.1345,population_2
1.8647,4.7657,population_2
1.944,5.1323,population_2
1.9476,4.5835,population_2
1.9608,4.6537,population_2
1.906,4.5207,population_2
2.1262,4.8685,population_2
2.3766,2.1812,population_2
1.3849,2.4989,population_2
1.4747,3.264,population_2
1.1257,3.8702,population_2
2.4332,4.3881,population_2
2.1252,4.3247,population_2
2.2526,5.1171,population_2
1.2853,5.1485,population_2
2.8925,3.1276,population_2
1.6956,4.2386,population_2
2.0841,3.1522,population_2
2.4272,3.8118,population_2
1.5065,4.3218,population_2
1.7268,0.5913,population_2
2.0896,6.4112,population_2
3.4287,4.5664,population_2
2.1506,3.4043,population_2
2.8032,5.9274,population_2
2.6028,3.6526,population_2
2.184,4.1325,population_2
1.5054,3.5129,population_2
2.5299,5.652,population_2
1.2509,3.895,population_2
2.8004,4.1495,population_2
2.1,5.2038,population_2
0.6749,4.5851,population_2
1.8297,3.9457,population_2
2.327,5.1104,population_2
1.8815,6.5385,population_2
2.3575,4.3174,population_2
1.575,4.1168,population_2
1.347,4.1706,population_2
1.9643,5.3104,population_2
2.0158,3.4008,population_2
1.8258,3.7217,population_2
2.6136,2.4626,population_2
1.5749,2.8161,population_2
2.1566,3.4822,population_2
2.034,3.9441,population_2
1.2216,5.7691,population_2
1.3405,4.536,population_2
2.006,3.0879,population_2
2.9906,3.272,population_2
2.2896,5.3747,population_2
1.1372,5.1266,population_2
0.4448,4.0281,population_2
2.3665,3.5575,population_2
1.9519,5.1249,population_2
2.5706,3.0067,population_2
1.5596,4.392,population_2
2.1751,6.2727,population_2
2.4231,4.2054,population_2
1.7763,3.2244,population_2
1.787,4.4104,population_2
2.0126,3.53,population_2
2.2713,2.6059,population_2
1.9928,4.701,population_2
2.487,5.1178,population_2
1.769,3.6891,population_2
1.3358,3.6228,population_2
2.9885,3.0384,population_2
1.6977,3.8501,population_2
1.7158,3.4376,population_2
1.9671,2.989,population_2
2.0336,5.8922,population_2
1.8067,4.4665,population_2
1.9913,4.5724,population_2
1.9801,4.8834,population_2
2.0874,4.771,population_2
0.8213,3.5869,population_2
2.9404,4.2726,population_2
1.9264,3.731,population_2
2.2903,4.4385,population_2
1.3109,4.3417,population_2
1.7645,3.6173,population_2
1.6638,2.6707,population_2
2.7349,4.1462,population_2
1.7071,3.7957,population_2
2.379,2.1096,population_2
1.6748,4.5077,population_2
1.7737,4.9653,population_2
1.8772,6.5284,population_2
2.6419,3.6088,population_2
1.0551,3.4613,population_2
1.3422,2.8906,population_2
1.0263,4.2086,population_2
1.4562,4.2023,population_2
1.5942,3.1887,population_2
1.1928,3.8251,population_2
1.6329,2.0213,population_2
0.9926,4.9264,population_2
1.491,3.2293,population_2
2.6002,3.9653,population_2
2.2018,2.5733,population_2
2.0937,3.4176,population_2
1.4986,3.7204,population_2
1.232,3.9887,population_2
1.4304,4.4797,population_2
1.9784,5.4391,population_2
2.4341,4.7327,population_2
2.4512,4.9622,population_2
2.3153,5.4461,population_2
1.6312,4.5697,population_2
2.0123,3.9633,population_2
1.8393,5.0091,population_2
1.8994,5.073,population_2
3.0186,4.6486,population_2
1.119,2.5454,population_2
1.8827,3.1585,population_2
2.6059,3.7251,population_2
1.2671,4.7796,population_2
1.6781,3.9787,population_2
1.7355,5.1369,population_2
1.8884,5.3152,population_2
1.202,5.1992,population_2
2.2976,5.2055,population_2
2.3331,2.963,population_2
2.2542,4.4826,population_2
1.5648,3.3925,population_2
2.0433,2.3509,population_2
1.5503,3.7125,population_2
1.8337,5.3247,population_2
3.0767,4.4607,population_2
2.0478,6.0178,population_2
1.4062,4.1772,population_2
2.0902,6.4478,population_2
1.3241,4.1775,population_2
1.4005,4.0225,population_2
1.4794,2.7206,population_2
1.7778,5.1106,population_2
2.4685,3.4979,population_2
2.2892,3.353,population_2
2.2615,5.2812,population_2
1.4505,5.1582,population_2
1.7293,5.1321,population_2
2.136,3.6378,population_2
1.6858,3.949,population_2
1.8608,3.9401,population_2
2.2207,4.7825,population_2
1.8256,5.5536,population_2
2.113,4.3681,population_2
2.7964,5.9749,population_2
1.9141,4.8972,population_2
2.5897,3.7652,population_2
2.2797,4.8287,population_2
1.2664,5.7059,population_2
1.4489,5.9983,population_2
1.5832,5.1869,population_2
1.5726,4.0257,population_2
1.9549,3.7833,population_2
2.3073,4.5761,population_2
2.6276,5.674,population_2
2.1541,4.4338,population_2
1.7772,4.4545,population_2
0.9589,4.0514,population_2
2.0353,3.6721,population_2
2.0129,3.8379,population_2
2.0915,4.1354,population_2
3.0531,5.7181,population_2
2.6203,3.7603,population_2
2.3925,4.0526,population_2
1.519,3.1346,population_2
1.7435,4.7166,population_2
1.9526,5.3667,population_2
1.6123,5.6245,population_2
2.2502,4.2034,population_2
2.1785,4.5744,population_2
1.4558,3.8464,population_2
2.5984,4.528,population_2
2.0512,4.314,population_2
1.1355,4.0583,population_2
1.9743,4.1378,population_2
2.1406,4.4519,population_2
2.4864,3.7058,population_2
1.8313,3.7575,population_2
2.414,5.7074,population_2
2.0936,6.7105,population_2
1.3425,2.7956,population_2
1.2924,2.7405,population_2
2.5613,3.0428,population_2
2.598,3.8967,population_2
2.1615,4.8958,population_2
2.7479,4.5913,population_2
2.5283,4.172,population_2
2.3418,4.5289,population_2
1.5443,3.3079,population_2
2.8657,3.7559,population_2
2.2682,3.9799,population_2
1.8071,2.4158,population_2
1.6659,2.8387,population_2
2.1284,2.8784,population_2
1.1645,4.7641,population_2
2.3498,4.2454,population_2
1.5232,4.6111,population_2
2.1853,2.1603,population_2
1.7392,2.5164,population_2
1.8678,4.6632,population_2
1.6215,1.2213,population_2
1.9194,5.2246,population_2
2.9447,2.1767,population_2
2.6925,4.8433,population_2
2.1772,3.1114,population_2
1.9874,5.0489,population_2
2.4221,7.2082,population_2
2.565,1.7268,population_2
1.5851,4.6954,population_2
1.9613,2.1918,population_2
1.089,4.4268,population_2
2.5616,3.7932,population_2
